Identificador;Categoria {pt-br};Categoria {en-us};SubCategoria {pt-br};SubCategoria {en-us};Agrupador {pt-br};Grouper {en-us};Objeto {pt-br};Object {en-us};Serviço {pt-br};Service {en-us};Complemento {pt-br};Complement {en-us};Descrição {pt-br};Descrição {en-us};Esforço;Atendimento Corporativo;SLA;Grupo solucionador;Comnetários {pt-br};Comentários - {en-us};Quem Solicita - Ninguém;Quem Solicita - Todos;Quem solicita - TI;Quem solicita - Servicedesk;Quem solicita - Governança;Quem solicita - Key user;Quem solicita - DHO;Quem solicita - VSC;Quem solicita - GQ;Aprovação - Líder;Aprovação - Coord Grupo Soluc.;Aprovação - Diretor;Aprovação - Gerente;Aprovação - Gerente TI;Aprovação - Dono;Aprovação - Adicional;TipoServiço;Automatizado;Automatizado - Preparação;Automatizado - complemento
ITSM-CS-0001340;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Software/Licenças;Software/License;Transferir licença de Usuário/Titularidade;Transfer User/Entitlement License;ZWCad;ZWCad;"Para o atendimento é preciso informar: Nome do Computador; Departamento; Descrição do Software e Versão; Justificativa Detalhada. 
Na ausência das informações solicitadas ou o preenchimento incorreto, o chamado poderá ser devolvido ao solicitante ou recusado.";"For service, it is necessary to inform: Computer Name; Department; Software Description and Version; Detailed Justification.
In the absence of the requested information or the incorrect filling, the ticket may be returned to the applicant or refused.";76;;108;SERVICEDESK;"Para o atendimento é preciso informar: Nome do Computador; Departamento; Descrição do Software e Versão; Justificativa Detalhada. 
Na ausência das informações solicitadas ou o preenchimento incorreto, o chamado poderá ser devolvido ao solicitante ou recusado.";"For service, it is necessary to inform: Computer Name; Department; Software Description and Version; Detailed Justification.
In the absence of the requested information or the incorrect filling, the ticket may be returned to the applicant or refused.";0,00;1;;;;;;;;;;;1;;;;Solicitação1;;;
ITSM-CS-0001341;DTI - Infraestrutura;ITD - Infrastructure;Servidores;Servers;Infraestrutura;Infraestructure;Servidor;Server;Execução de GMUD Emergencial;GMUD Emergencial;GMUD Emergencial;GMUD Emergencial;Solicitação de GMUD Emergencial;Solicitação de GMUD Emergencial;72;1;144;INFRA-SRV;Solicitação de GMUD Emergencial;Solicitação de GMUD Emergencial;0,00;;1;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001342;DTI - Infraestrutura;ITD - Infrastructure;Servidores;Servers;Infraestrutura;Infraestructure;Rede;Network;Execução de GMUD Emergencial;Execução de GMUD Emergencial;GMUD Emergencial;GMUD Emergencial;Solicitação de GMUD Emergencial;Solicitação de GMUD Emergencial;72;1;144;INFRA-TEL;Solicitação de GMUD Emergencial;Solicitação de GMUD Emergencial;0,00;;1;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001344;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Monitor;Monitor;Movimentação;Move;Movimentação dentro do setor;Movement within the sector;"""Para a movimentação do equipamento informar: Centro de custo; Usuário que irá receber o novo equipamento, Departamento; Número do Ativo; Número de série; Nome do responsável pelo setor. 
Caso as informações não sejam preenchidas corretamente o chamado poderá ser devolvido ao solicitante ou cancelado.""";"""To move the equipment, inform: Cost center; User who will receive the new equipment, Department; Asset Number; Serial number; Name of the person responsible for the sector.
If the information is not filled in correctly, the ticket may be returned to the applicant or cancelled.""";40;;144;SERVICEDESK;"""Para a movimentação do equipamento informar: Centro de custo; Usuário que irá receber o novo equipamento, Departamento; Número do Ativo; Número de série; Nome do responsável pelo setor. 
Caso as informações não sejam preenchidas corretamente o chamado poderá ser devolvido ao solicitante ou cancelado.""";"""To move the equipment, inform: Cost center; User who will receive the new equipment, Department; Asset Number; Serial number; Name of the person responsible for the sector.
If the information is not filled in correctly, the ticket may be returned to the applicant or cancelled.""";0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001345;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Reset de senha / Desbloqueio de usuário de Rede;Password Reset / Network User Unlock;N/A;N/A;"""Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Matrícula:
Usuário:
Telefone de contato com DDD:""";"""To fulfill this request, it is necessary to inform:
Full name of contributor:
Registration:
User:
Contact phone with area code:""";46;;60;SERVICEDESK;"""Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Matrícula:
Usuário:
Telefone de contato com DDD:""";"""To fulfill this request, it is necessary to inform:
Full name of contributor:
Registration:
User:
Contact phone with area code:""";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001348;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Intranet;Intranet;PCD;PCD;Criar ou alterar acesso ao Sistema PCD;Create or change PCD System access;Informar nome completo, CPF e Centro de Custo.;Provide full name, SSN and, cost cente.;1;;144;SERVICEDESK;Informar nome completo, CPF e Centro de Custo.;Provide full name, SSN and, cost cente.;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001380;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Mapear Unidade de Rede;Map Network Drive;N/A;N/A;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Departamento:
Unidade:
Caminho da Pasta:
Usuário espelho:";"To fulfill this request, it is necessary to inform:
Full name of contributor:
User:
Department:
Unit:
Folder Path:
Mirror User:";46;;60;SERVICEDESK;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Departamento:
Unidade:
Caminho da Pasta:
Usuário espelho:";"o fulfill this request, it is necessary to inform:
Full name of contributor:
User:
Department:
Unit:
Folder Path:
Mirror User:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001381;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Consulta de Chamado;Call Inquiry;N/A;N/A;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Departamento:
Unidade:
Nº do Chamado a ser consultado:";"""To fulfill this request, it is necessary to inform:
Full name of contributor:
User:
Department:
Unit:
Call No. to be consulted:""";46;;60;SERVICEDESK;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Departamento:
Unidade:
Nº do Chamado a ser consultado:";"To fulfill this request, it is necessary to inform:
Full name of contributor:
User:
Department:
Unit:
Call No. to be consulted:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001384;DTI - Infraestrutura;ITD - Infrastructure;Gerenciamento de Stream;Stream Management;Infraestrutura;Infraestructure;Gerenciamento Stream;Stream Management;Acesso para visualização;Acesso para visualização;Acesso para visualização de vídeos;Acesso para visualização de vídeos;"Solicitação de acesso para visualização de vídeos no portal do stream.

Nome do Canal que deseja acesso:";"Solicitação de acesso para visualização de vídeos no portal do stream.

Nome do Canal que deseja acesso:";1;1;72;INFRA-SRV;"Solicitação de acesso para visualização de vídeos no portal do stream.

Nome do Canal que deseja acesso:";"Solicitação de acesso para visualização de vídeos no portal do stream.

Nome do Canal que deseja acesso:";0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0001412;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Link de internet;Link de internet;Falha / Erro;Falha / Erro;Serviço com Erro / Falha;Serviço com Erro / Falha;Relatar Serviço com Erro / Falha;Relatar Serviço com Erro / Falha;1;1;10;INFRA-TEL;Relatar Serviço com Erro / Falha;Relatar Serviço com Erro / Falha;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001413;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Link de internet;Link de internet;Indisponibilidade;Indisponibilidade;Serviço Indisponível;Serviço Indisponível;Relatar Indisponibilidade do serviço.;Relatar Indisponibilidade do serviço.;1;1;5;INFRA-TEL;Relatar Indisponibilidade do serviço.;Relatar Indisponibilidade do serviço.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001414;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Link de internet;Link de internet;Lentidão;Lentidão;Serviço com Lentidão;Serviço com Lentidão;Relatar Serviço com Lentidão;Relatar Serviço com Lentidão;1;1;5;INFRA-TEL;Relatar Serviço com Lentidão;Relatar Serviço com Lentidão;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001415;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;Lentidão;Lentidão;Lentidão da rede;Lentidão da rede;Relatar Lentidão de rede wireless.;Relatar Lentidão de rede wireless.;1;1;5;INFRA-TEL;Relatar Lentidão de rede wireless.;Relatar Lentidão de rede wireless.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001572;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Atividades Internas;Internal Activities;Inventário Ativos de TI;IT Asset Inventory;N/A;N/A;"Ao realizar o inventário verificar:Cadastro do equipamento no SE SUITE; Existência do termo de posse; se o termo está anexo no SE SUITE";"When carrying out the inventory, check: Registration of the equipment in the SE SUITE; Existence of the term of possession; if the term is attached to the SE SUITE";1;;999;SERVICEDESK;"Ao realizar o inventário verificar:Cadastro do equipamento no SE SUITE; Existência do termo de posse; se o termo está anexo no SE SUITE";"When carrying out the inventory, check: Registration of the equipment in the SE SUITE; Existence of the term of possession; if the term is attached to the SE SUITE";0,00;;;1;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001573;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Atividades Internas;Atividades Internas;Reunião Equipe Telecom;Reunião Equipe Telecom;Reunião Equipe Telecom;Reunião Equipe Telecom;Realizar o agendamento e/ou participar de reuniões;Realizar o agendamento e/ou participar de reuniões;40;1;999;INFRA-TEL;Realizar o agendamento e/ou participar de reuniões;Realizar o agendamento e/ou participar de reuniões;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001575;DTI - Infraestrutura;ITD - Infrastructure;Segurança;Security;Infraestrutura;Infraestructure;VPN;VPN;Erro 7200 de conexão à VPN;VPN Connection - error 7200;N.A;N.A;É necessário informar e anexar o erro ao tentar realizar o acesso.;It is necessary to inform and attach the error when trying to access.;1;1;60;CENTSERV;É necessário informar e anexar o erro ao tentar realizar o acesso.;It is necessary to inform and attach the error when trying to access.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001576;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Desbloqueio de usuário por inatividade;Unlock user due to inactivity;N/A;N/A;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Matrícula:
Usuário:
Telefone de contato com DDD:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
Registration:
User:
Contact telephone number with area code:";1;1;60;CENTSERV;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Matrícula:
Usuário:
Telefone de contato com DDD:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
Registration:
User:
Contact telephone number with area code:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001577;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Configuração de Autenticação (MFA) ;Authentication Configuration (MFA);N/A;N/A;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Matrícula:
Usuário:
Telefone de contato com DDD:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
Registration:
User:
Contact telephone number with area code:";1;1;60;CENTSERV;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Matrícula:
Usuário:
Telefone de contato com DDD:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
Registration:
User:
Contact telephone number with area code:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001578;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Configuração Softphone;Softphone Configuration;N/A;N/A;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Unidade:
Setor:
Telefone de contato com DDD:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
User:
Unit:
Sector:
Contact telephone number with area code:";1;1;60;CENTSERV;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Unidade:
Setor:
Telefone de contato com DDD:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
User:
Unit:
Sector:
Contact telephone number with area code:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001579;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Central de Serviços de TI;IT Service Center;Configuração de Acesso (SE SUITE);Access Configuration (SE SUITE);N/A;N/A;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Unidade:
Setor:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
User:
Unit:
Sector:";1;1;60;CENTSERV;"Para atendimento dessa solicitação é necessário informar:
Nome completo do colaborador:
Usuário:
Unidade:
Setor:";"In order to comply with this request, it is necessary to inform:
Collaborator's full name:
User:
Unit:
Sector:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001580;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Impressora;Printer;Acesso para imprimir colorido;Access to print in color;N/A;N/A;"Para esta solicitação é necessário informar:
Usuário (qual usuário que deseja liberação para imprimir colorido):
Justificativa detalhada do porque precisa imprimir colorido:";"For this request it is necessary to inform:
User (which user you want to release to print in color):
Detailed justification why you need to print in color:";24;1;24;SERVICOSIMPRESSAO;"Para esta solicitação é necessário informar:
Usuário (qual usuário que deseja liberação para imprimir colorido):
Justificativa detalhada do porque precisa imprimir colorido:";"For this request it is necessary to inform:
User (which user you want to release to print in color):
Detailed justification why you need to print in color:";0,00;1;;;;;;;;;;1;1;;;;Solicitação1;;;
ITSM-CS-0001582;DTI - Infraestrutura;ITD - Infrastructure;Segurança;Security;Infraestrutura;Infraestructure;USB;USB;Acessos;Access;Liberação de acesso USB (HeadSet);USB access release (HeadSet);"""Em atendimento à Legislação de Proteção de Dados as USB são bloqueadas.
 
Para a seguir com a solicitação de liberação os campos abaixo deverão ser preenchidos corretamente.
 
Nome do computador:
Nome do responsável pelo equipamento:
Nome do responsável pelo setor:
Motivo da exceção (detalhado):

Caso as informações estejam preenchidas errado ou incompletas o chamado será devolvido para que o colaborador atualize com as informações.""";"""In compliance with Data Protection Legislation, USBs are blocked.

In order to proceed with the release request, the fields below must be filled in correctly.

Computer name:
Name of the person responsible for the equipment:
Name of the responsible for the sector:
Exception reason (detailed):

If the information remains incorrect or incomplete, the call will be returned for the employee to update with the information.""";1;1;96;INFRA-SEG;"""Em atendimento à Legislação de Proteção de Dados as USB são bloqueadas.
 
Para a seguir com a solicitação de liberação os campos abaixo deverão ser preenchidos corretamente.
 
Nome do computador:
Nome do responsável pelo equipamento:
Nome do responsável pelo setor:
Motivo da exceção (detalhado):

Caso as informações estejam preenchidas errado ou incompletas o chamado será devolvido para que o colaborador atualize com as informações.""";"""In compliance with Data Protection Legislation, USBs are blocked.

In order to proceed with the release request, the fields below must be filled in correctly.

Computer name:
Name of the person responsible for the equipment:
Name of the responsible for the sector:
Exception reason (detailed):

If the information remains incorrect or incomplete, the call will be returned for the employee to update with the information.""";0,00;1;;;;;;;;1;;1;;;;;Solicitação1;;;
ITSM-CS-0001583;DTI - Infraestrutura;ITD - Infrastructure;Segurança;Security;Infraestrutura;Infraestructure;Bluetooth;Bluetooth;Acessos;Access;Liberação de acesso fone de ouvido Bluetooth;Bluetooth headset access release;"Para a seguir com a solicitação de liberação os campos abaixo deverão ser preenchidos corretamente.
 
Nome do computador:
Nome do responsável pelo equipamento:
Nome do responsável pelo setor:
Motivo da exceção (detalhado):

Caso as informações estejam preenchidas errado ou incompletas o chamado será devolvido para que o colaborador atualize com as informações.""";"In order to proceed with the release request, the fields below must be filled in correctly.

Computer name:
Name of the person responsible for the equipment:
Name of the responsible for the sector:
Exception reason (detailed):

If the information remains incorrect or incomplete, the call will be returned for the employee to update with the information.""";1;1;96;INFRA-SEG;"Para a seguir com a solicitação de liberação os campos abaixo deverão ser preenchidos corretamente.
 
Nome do computador:
Nome do responsável pelo equipamento:
Nome do responsável pelo setor:
Motivo da exceção (detalhado):

Caso as informações estejam preenchidas errado ou incompletas o chamado será devolvido para que o colaborador atualize com as informações.""";"In order to proceed with the release request, the fields below must be filled in correctly.

Computer name:
Name of the person responsible for the equipment:
Name of the responsible for the sector:
Exception reason (detailed):

If the information remains incorrect or incomplete, the call will be returned for the employee to update with the information.""";0,00;1;;;;;;;;;1;;1;;;;Solicitação1;;;
ITSM-CS-0001584;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;BigID Discovery;BigID Discovery;BigID Discovery;Concessão e exclusão de acessos;Grant and revoke access;Informar nome completo, login de rede e perfil para concessão ou exclusão de acesso.;Inform full name, login and profile to grant or revoke access.;40;1;96;INFRA-SEG;Informar nome completo, login de rede e perfil para concessão ou exclusão de acesso.;Inform full name, login and profile to grant or revoke access.;0,00;1;;;;;;;;;1;1;1;;;;Solicitação1;;;
ITSM-CS-0001585;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;BigID Discovery;BigID Discovery;Scan;Scan;Informar escopo do scan para verificação ou configuração.;Inform scan scope for verification or configuration.;40;1;96;INFRA-SEG;Informar escopo do scan para verificação ou configuração.;Inform scan scope for verification or configuration.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001586;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;BigID Discovery;BigID Discovery;Configuração;Configuration;Informar dados do servidor e pastas para configuração de scan.;Inform servers and folders for scan configuration.;40;1;96;INFRA-SEG;Informar dados do servidor e pastas para configuração de scan.;Inform servers and folders for scan configuration.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001587;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;Ferramentas LGPD;BigID Discovery;BigID Discovery;Falha / Erro;Fail / Error;Descrever o erro e anexar arquivos e imagens requeridas.;Describe the error and attach required files and images.;40;1;40;INFRA-SEG;Descrever o erro e anexar arquivos e imagens requeridas.;Describe the error and attach required files and images.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001588;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;Mapeamento de Dados;Data Mapping;Suporte técnico;Support;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;40;1;96;INFRA-SEG;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001589;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;AdOpt Gestão de Cookies;AdOpt Cookies Managment;Configurações de avisos;Disclaimer configuration;Informar a URL do portal para configuração.;Inform the URL or the portal for configuration.;40;1;96;INFRA-SEG;Informar a URL do portal para configuração.;Inform the URL or the portal for configuration.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001590;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;AdOpt Gestão de Cookies;AdOpt Cookies Managment;Relatórios;Support;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;40;1;96;INFRA-SEG;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001591;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;AdOpt Gestão de Cookies;AdOpt Gestão de Cookies;Falha / Erro;Fail / Error;Descrever o erro e anexar arquivos e imagens requeridas.;Describe the error and attach required files and images.;40;1;40;INFRA-SEG;Descrever o erro e anexar arquivos e imagens requeridas.;Describe the error and attach required files and images.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001592;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;Portal do Titular;Holder's Portal;Suporte técnico;Support;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;40;1;96;INFRA-SEG;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001593;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;Portal de Terceiros;Third Party Portal;Suporte técnico;Support;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;40;1;96;INFRA-SEG;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001594;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Ferramentas LGPD;LGPD Tools;Portal do DPO;DPO's Portal;Suporte técnico;Support;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;40;1;96;INFRA-SEG;Descrever a requisição de suporte e anexar arquivos e imagens requeridas.;Describe the support request and attach required files and images.;0,00;1;;;;;;;;;1;;;;;;Solicitação1;;;
ITSM-CS-0001595;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Coletor de dados;Data collector;Aquisição;Aquisition;Nova aquisição devido aumento de HC ou de área;New acquisition for HC increase or area expansion;"Para a solicitação de um novo equipamento informar: Centro de custo; Usuário que irá receber o novo equipamento; Departamento; Nome do responsável pelo setor.";"To request a new equipment, inform: Cost center; User who will receive the new equipment; Department; Name of the person responsible for the sector.";118;;168;SERVICEDESK;"""Para a solicitação de um novo equipamento informar: Centro de custo; Usuário que irá receber o novo equipamento; Departamento; Nome do responsável pelo setor. 
Caso as informações não sejam preenchidas corretamente o chamado poderá ser devolvido ao solicitante ou cancelado.""";"""To request a new equipment, inform: Cost center; User who will receive the new equipment; Department; Name of the person responsible for the sector.
If the information is not filled in correctly, the ticket may be returned to the applicant or cancelled.""";0,00;1;;;;;;;;;;;1;;;1;Solicitação1;;;
ITSM-CS-0001596;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;Coletor de dados;Data collector;Aquisição;Aquisition;Substituição de equipamento antigo ou defeituoso;Replacement of old or damaged equipment;"""Para a solicitação de um novo equipamento informar: Nome e ativo do equipamento que será substituído; Centro de custo; Usuário que irá receber o novo equipamento; Departamento; Nome do responsável pelo setor. 
Caso as informações não sejam preenchidas corretamente o chamado poderá ser devolvido ao solicitante ou cancelado.""";"""To request a new equipment, inform: Name and asset of the equipment that will be replaced; Cost center; User who will receive the new equipment; Department; Name of the person responsible for the sector.
If the information is not filled in correctly, the ticket may be returned to the applicant or cancelled.""";118;;168;SERVICEDESK;"""Para a solicitação de um novo equipamento informar: Nome e ativo do equipamento que será substituído; Centro de custo; Usuário que irá receber o novo equipamento; Departamento; Nome do responsável pelo setor. 
Caso as informações não sejam preenchidas corretamente o chamado poderá ser devolvido ao solicitante ou cancelado.""";"""To request a new equipment, inform: Name and asset of the equipment that will be replaced; Cost center; User who will receive the new equipment; Department; Name of the person responsible for the sector.
If the information is not filled in correctly, the ticket may be returned to the applicant or cancelled.""";0,00;1;;;;;;;;;;;1;;;1;Solicitação1;;;
ITSM-CS-0001597;DTI - Infraestrutura;ITD - Infrastructure;Infraestrutura - Geral;Infrastructure - General;Infraestrutura;Infraestructure;Microsoft Teams;Microsoft Teams;Acessos;Acess;Acesso a gravação de reuniões;Meeting recording access;"Para essa solicitação deve-se informar:
Nome do computador:
Usuário:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.";"For this request, you must inform:
Computer name:
User:
Detailed justification:

* In case of missing or divergent information, the ticket may be cancelled.";40;1;96;INFRA-SRV;"Para essa solicitação deve-se informar:
Nome do computador:
Usuário:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.";"For this request, you must inform:
Computer name:
User:
Detailed justification:

* In case of missing or divergent information, the ticket may be cancelled.";0,00;1;;;;;;;;;;1;1;;;;Solicitação1;;;
ITSM-CS-0001608;DTI - Infraestrutura;ITD - Infrastructure;Operações Sistêmicas;System Operations;Sistemas;System;Portal de Autosserviço de Senhas;Password Self-Service Portal;Dúvidas/Ajuda;Questions/Help;N/A;N/A;Descreva sua dúvida ou dificuldade.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;1;1;16;CENTSERV;Descreva sua dúvida ou dificuldade.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001609;DTI - Infraestrutura;ITD - Infrastructure;Operações Sistêmicas;System Operations;Sistemas;System;Portal de Autosserviço de Senhas;Password Self-Service Portal;Indisponibilidade;Unavailability;N/A;N/A;Descreva as condições nas quais está fazendo o acesso - local, tipo de rede, aparelho ou dispositivo que está usando, etc.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;1;1;16;INFRA-SRV;Descreva as condições nas quais está fazendo o acesso - local, tipo de rede, aparelho ou dispositivo que está usando, etc.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
